Component Type,Component Name,File Path
Class Component,A,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,B,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,NonTerminating,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactUpdates-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-destruction-test.js
Class Component,Modal,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-destruction-test.js
Class Component,AppModal,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-destruction-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-destruction-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-test.js
Function Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refs-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\refsLegacy-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-is\src\__tests__\ReactIs-test.js
Class Component,PureComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-is\src\__tests__\ReactIs-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-markup\src\__tests__\ReactMarkupClient-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-markup\src\__tests__\ReactMarkupClient-test.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-markup\src\__tests__\ReactMarkupClient-test.js
Class Component,BasicClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,BasicClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,ContainsStrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,IsInStrictMode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,ContainsStrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,IsInStrictMode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,TestComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabric-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabricAndNative-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabricAndNative-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabricAndNative-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactFabricAndNative-test.internal.js
Class Component,ContextHack,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeEvents-test.internal.js
Class Component,BasicClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,BasicClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,ContainsStrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,IsInStrictMode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,ContainsStrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,IsInStrictMode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ReactNativeMount-test.internal.js
Class Component,ChildComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ResponderEventPlugin-test.internal.js
Class Component,ParentComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-native-renderer\src\__tests__\ResponderEventPlugin-test.internal.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\Activity-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\Activity-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\Activity-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\Activity-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\DebugTracing-test.internal.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\DebugTracing-test.internal.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactActWarnings-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactAsyncActions-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactAsyncActions-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactAsyncActions-test.js
Class Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactAsyncActions-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactAsyncActions-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactClassComponentPropResolution-test.js
Class Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactClassSetStateCallback-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConcurrentErrorRecovery-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConcurrentErrorRecovery-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConcurrentErrorRecovery-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConcurrentErrorRecovery-test.js
Class Component,ErrorThrowingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConfigurableErrorLogging-test.js
Class Component,ErrorThrowingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConfigurableErrorLogging-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConfigurableErrorLogging-test.js
Class Component,ErrorThrowingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactConfigurableErrorLogging-test.js
Class Component,Consumer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactContextPropagation-test.js
Function Component,DeepChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactContextPropagation-test.js
Function Component,DeepChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactContextPropagation-test.js
Function Component,DeepChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactContextPropagation-test.js
Class Component,RethrowingBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Class Component,CatchingBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Class Component,RethrowingBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Class Component,CatchingBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactErrorStacks-test.js
Class Component,TextClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactExpiration-test.js
Class Component,TextClass,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactExpiration-test.js
Class Component,Connected,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactExpiration-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-reconciler\src\__tests__\ReactFiberRefs-test.js
